municipality_name,municipality_type,ward_no,latitude,longitude,population,household_size,households,road_distance_km,highway_distance_km,hospital_distance_km,school_distance_km,bank_distance_km,market_distance_km,bus_stop_distance_km,tourist_distance_km,electricity_access_pct,internet_access_pct,water_access_pct,average_income_npr,land_price_per_kattha_npr,rent_price_npr,commercial_buildings,industries,agriculture_pct,footfall_index,crime_rate_index,flood_risk_index,landslide_risk_index,purchasing_power_index,business_density,urbanization_rate,development_index,investment_score,recommended_business,business_success_probability
Gaidahawa,Rural,8,27.778655,83.660268,1064,5.14,207,6.91,8.26,8.22,1.9,6.32,6.32,2.19,15.07,71.88,57.1,62.21,17471.46,1849766.7,4668.48,11,0,95.28,22.75,1.2,3.64,1.47,30.82,10.34,37.73,50.86,36.22,Agro-vet Clinic,0.7651
Siddharthanagar,Urban,4,27.762916,83.660515,6508,4.27,1525,2.03,1.43,3.09,0.91,0.17,0.8,0.18,19.67,94.15,93.64,97.9,58029.28,16674840.55,13551.09,196,13,5.79,78.8,3.08,2.26,0.6,39.88,30.12,100.0,89.05,62.3,Stationery Shop,0.95
Omsatiya,Rural,5,27.713565,83.366224,1841,6.33,290,4.36,9.45,17.62,3.61,0.34,5.9,4.64,29.58,71.33,13.16,64.59,13400.46,607670.82,1531.74,9,2,100.0,26.5,0.72,7.41,0.52,52.93,4.89,58.83,36.02,29.07,Cold Storage,0.95
Sainamaina,Semi-Urban,5,27.58109,83.596672,3071,5.35,573,2.65,3.74,6.66,1.45,0.88,3.22,3.24,14.98,84.41,77.33,100.0,5000.0,8369056.02,8348.4,37,6,15.94,21.12,2.52,0.34,0.34,5.35,12.05,100.0,78.91,33.31,Bookstore,0.4228
Kotahimai,Rural,6,27.746938,83.624376,1950,5.29,368,3.21,3.53,16.62,3.06,7.6,4.28,5.4,1.96,72.38,73.16,91.28,18957.28,2588124.19,2541.84,16,2,79.16,29.81,-0.43,0.2,0.32,53.52,8.21,71.15,64.12,40.4,Fertilizer Store,0.95
Gaidahawa,Rural,2,27.63304,83.271655,389,5.74,67,1.47,9.35,14.26,6.01,6.42,5.82,2.28,11.95,69.65,0.0,67.08,19496.0,1501122.5,3083.35,8,0,80.8,20.41,2.11,0.43,0.68,47.75,8.0,20.63,29.39,19.53,Fertilizer Store,0.9314
Butwal,Urban,8,27.667971,83.434945,3630,4.24,855,0.36,1.77,0.46,0.41,0.46,0.47,1.14,14.14,100.0,81.65,85.35,64115.95,23330448.71,24736.91,177,20,10.89,105.98,1.47,0.74,1.53,24.91,48.76,100.0,86.69,82.45,Medical Supply Store,0.95
Lumbini Sanskritik,Semi-Urban,5,27.403394,83.308342,2907,5.39,538,2.48,3.77,3.47,1.5,3.11,4.94,2.3,4.18,86.94,52.51,80.08,6044.6,10720611.6,8872.22,55,7,31.42,37.18,4.16,3.49,2.0,6.12,18.92,100.0,63.74,40.19,Travel Agency,0.3591
Butwal,Urban,18,27.775346,83.256826,6180,4.95,1247,0.73,1.52,0.22,0.44,1.64,0.06,0.68,29.63,96.65,80.37,82.31,25945.84,19678136.92,27831.61,134,12,12.39,84.4,3.31,1.53,1.9,9.0,21.68,100.0,81.62,54.48,Polyclinic,0.8009
Kanchan,Rural,1,27.515817,83.461849,1408,5.77,243,1.77,9.54,1.54,3.89,2.65,3.07,2.38,0.89,65.05,2.5,73.05,19783.34,3789576.86,1670.64,8,0,76.99,26.43,2.08,1.34,0.18,74.08,5.68,52.34,39.86,25.37,Medical Supply Store,0.95
Mayadevi,Rural,2,27.74312,83.229076,2218,6.29,352,6.42,7.1,10.25,5.04,6.21,7.06,3.06,14.13,85.83,34.14,55.74,7046.99,1404768.13,1422.19,19,0,100.0,25.14,1.08,2.61,1.6,29.09,8.57,74.14,43.52,16.67,Dairy Farm,0.6467
Kotahimai,Rural,1,27.703139,83.5206,1399,5.96,234,1.94,11.86,14.46,1.81,14.35,2.19,5.9,14.21,81.47,6.52,68.14,24527.91,1429351.28,2738.05,0,2,69.3,23.27,1.42,9.36,1.7,65.62,0.0,51.18,34.35,21.7,Fertilizer Store,0.95
Sainamaina,Semi-Urban,8,27.614572,83.571046,3024,5.22,579,1.83,4.53,7.17,0.91,4.8,2.71,2.15,13.79,92.83,45.94,69.47,122612.34,4443852.11,10525.46,35,2,47.51,65.19,1.71,2.93,1.57,106.38,11.57,100.0,60.34,58.77,Tutoring Center,0.95
Rohini,Rural,5,27.621357,83.522144,920,6.41,143,2.96,14.71,15.63,5.39,7.28,3.39,3.88,20.21,62.93,61.17,81.86,24179.72,500000.0,3588.14,3,0,76.88,26.62,1.68,3.81,1.53,52.7,3.0,35.74,51.34,32.37,Dairy Farm,0.95
Omsatiya,Rural,4,27.559351,83.359548,1140,5.01,227,5.22,3.05,10.06,5.74,10.11,3.84,3.97,20.34,89.57,38.87,82.0,19077.06,1867285.85,1804.89,13,0,63.52,14.54,2.18,8.09,1.84,68.01,11.4,50.34,52.39,16.6,Agro-vet Clinic,0.95
Gaidahawa,Rural,8,27.720889,83.464741,1599,5.23,305,6.0,6.47,14.17,3.44,7.22,3.18,5.98,31.03,57.66,7.82,75.51,16237.03,2560777.86,4073.34,14,0,69.09,-2.08,1.29,3.22,1.37,32.0,8.76,62.84,30.29,16.96,Agro-vet Clinic,0.5489
Mayadevi,Rural,8,27.774018,83.482599,936,6.3,148,3.34,11.21,4.52,3.59,7.9,4.17,7.41,37.82,75.77,5.43,55.04,15899.39,500000.0,2400.66,0,1,60.45,5.98,1.5,4.77,1.73,46.75,0.0,39.94,34.24,8.96,Cold Storage,0.9008
Sainamaina,Semi-Urban,7,27.726991,83.384442,3183,5.14,619,0.96,4.02,7.0,2.71,3.76,1.84,2.17,31.79,85.76,65.26,88.31,5000.0,9444522.89,14443.71,65,7,48.82,75.97,1.41,2.49,0.38,3.24,20.42,100.0,71.15,38.41,Fertilizer Store,0.587
Marchawari,Rural,5,27.556015,83.604877,1051,5.09,206,2.86,3.91,19.11,3.77,8.45,5.91,5.18,6.12,68.83,0.0,61.17,19552.81,2175391.13,2727.62,18,0,57.74,21.19,2.45,1.3,1.6,52.45,17.13,51.41,23.79,22.03,Fertilizer Store,0.95
Sainamaina,Semi-Urban,2,27.605821,83.24374,3035,4.59,660,1.75,4.41,4.33,2.93,1.05,4.87,2.86,26.76,81.58,54.36,93.16,5000.0,10139077.55,4157.98,48,8,31.73,19.86,2.65,3.99,0.43,9.69,15.82,100.0,68.69,26.3,Hardware Store,0.2354
Omsatiya,Rural,4,27.605993,83.360914,1135,6.31,179,0.62,12.02,12.94,2.79,5.7,2.67,8.81,10.48,91.66,42.07,50.45,13123.33,2102054.59,2072.69,6,0,77.6,20.71,1.33,6.1,1.42,42.71,5.29,43.17,49.04,20.69,Dairy Farm,0.95
Sammarimai,Rural,7,27.516432,83.264763,1391,5.3,262,4.33,8.91,11.61,5.44,8.21,3.32,2.64,33.97,85.23,50.83,78.28,26175.04,2352828.67,2161.42,3,0,87.53,38.27,1.83,10.0,0.87,82.8,2.16,46.67,54.81,39.43,Dairy Farm,0.95
Omsatiya,Rural,1,27.722201,83.565538,408,5.91,68,2.17,7.31,7.3,4.12,6.91,3.23,7.39,31.19,75.86,21.68,66.2,22556.37,1870119.11,2007.91,5,0,85.07,27.57,0.92,2.4,1.46,74.99,5.0,18.72,43.41,23.74,Agro-vet Clinic,0.95
Rohini,Rural,6,27.793265,83.322406,608,5.16,117,1.16,1.48,11.01,4.89,8.7,4.01,4.09,24.68,66.66,32.98,93.1,20603.97,1605692.07,3749.94,1,0,85.84,27.4,2.04,9.3,0.24,43.38,1.0,22.89,49.33,28.81,Dairy Farm,0.8588
Rohini,Rural,7,27.470894,83.541115,862,5.43,158,3.12,12.71,12.34,4.8,11.42,1.19,3.92,0.91,71.55,10.75,41.22,18521.84,1572771.18,2198.17,10,0,92.9,13.79,2.7,0.71,1.54,57.91,10.0,31.99,22.63,16.48,Agro-vet Clinic,0.95
Gaidahawa,Rural,3,27.689214,83.396623,1478,6.18,239,1.48,7.2,15.42,0.09,7.31,6.72,2.33,7.8,62.45,0.0,93.85,19205.22,2483133.63,4512.07,9,0,81.73,32.84,1.36,3.13,0.77,34.84,6.09,53.42,38.59,20.38,Tutoring Center,0.8419
Kotahimai,Rural,5,27.446817,83.208029,1071,5.83,183,1.78,9.86,6.37,4.91,13.44,3.61,1.3,17.34,72.3,24.69,79.91,16518.35,2072490.88,1877.85,14,2,68.02,4.21,1.18,3.34,0.68,57.4,13.07,47.32,44.53,13.53,Agro-vet Clinic,0.95
Gaidahawa,Rural,6,27.724406,83.278591,974,6.32,154,0.57,0.83,11.76,1.19,13.55,3.07,3.68,19.22,78.87,24.23,65.65,25631.08,2614007.27,4478.51,4,1,81.55,23.51,2.6,0.84,0.55,46.78,4.0,36.35,40.11,27.68,Bookstore,0.8952
Sammarimai,Rural,5,27.503218,83.23648,831,5.68,146,5.11,9.03,10.42,4.84,7.44,6.41,3.99,19.72,77.73,48.62,67.11,15782.38,1895114.47,4593.52,13,0,84.23,7.2,1.32,6.62,0.32,28.22,13.0,34.86,49.25,21.75,Cold Storage,0.5735
Sudhodhan,Rural,4,27.516561,83.625453,1030,5.74,179,2.93,1.9,14.76,2.33,7.35,4.29,5.68,36.07,72.64,28.82,77.29,22442.23,1929115.11,3003.2,7,0,74.47,12.28,2.02,6.88,0.7,56.06,6.8,41.36,43.88,26.45,Fertilizer Store,0.95
Sammarimai,Rural,7,27.414941,83.450132,1308,5.42,241,5.18,14.53,7.37,3.18,5.46,3.46,2.25,10.71,65.3,18.15,64.65,21805.86,2537501.05,1466.5,7,2,82.94,23.34,1.69,9.28,0.48,88.41,5.35,47.16,37.09,22.25,Fertilizer Store,0.95
Marchawari,Rural,6,27.751729,83.277286,1038,5.55,186,4.71,7.65,10.83,2.87,6.75,2.79,3.13,10.27,83.0,23.0,44.92,12649.21,2213709.04,3318.84,1,1,68.88,35.59,1.46,9.48,0.23,29.29,0.96,40.88,36.26,18.05,Agro-vet Clinic,0.4483
Mayadevi,Rural,7,27.460473,83.605152,1161,5.81,199,6.23,8.34,8.58,4.03,11.15,6.72,1.58,12.51,85.27,0.0,34.3,21053.4,2278557.48,4905.79,10,0,91.55,16.26,1.81,1.59,1.31,35.65,8.61,41.36,23.06,19.67,Agro-vet Clinic,0.9248
Mayadevi,Rural,7,27.532557,83.69,1654,5.8,285,1.32,1.89,19.79,3.61,8.47,8.35,5.12,14.72,81.01,34.85,62.75,14422.44,1964346.48,664.07,12,0,76.64,22.2,0.35,9.87,1.58,86.67,7.26,61.43,42.59,33.42,Fertilizer Store,0.95
Siddharthanagar,Urban,6,27.444177,83.420574,5035,4.7,1070,1.19,0.65,3.27,0.94,1.84,1.01,0.4,23.81,100.0,87.5,84.17,48499.32,26418595.94,17946.61,187,13,14.67,89.76,4.32,0.76,1.13,25.6,37.14,100.0,82.61,72.68,Stationery Shop,0.95
Gaidahawa,Rural,7,27.610253,83.51237,1452,6.14,236,3.96,6.4,11.72,2.15,6.0,4.27,2.73,1.22,77.05,23.52,77.53,17433.23,2105241.31,2689.37,9,0,83.56,26.48,1.89,5.72,1.74,47.25,6.2,52.09,45.56,28.73,Agro-vet Clinic,0.95
Sudhodhan,Rural,6,27.512535,83.49766,842,6.32,133,6.17,7.98,14.03,2.59,0.09,5.79,5.92,5.28,75.83,18.08,65.04,16333.87,1107932.15,2300.36,4,0,69.96,26.33,1.09,6.8,0.47,49.49,4.0,35.87,40.45,24.75,Cold Storage,0.7709
Sainamaina,Semi-Urban,8,27.611256,83.644364,3116,4.94,630,1.27,3.82,5.23,1.89,0.83,4.44,1.06,14.48,83.2,61.81,75.39,71265.83,10985908.7,12444.19,43,5,46.12,14.84,3.07,2.92,0.88,53.01,13.8,100.0,65.78,39.18,Agro-vet Clinic,0.95
Siddharthanagar,Urban,3,27.501083,83.298927,8411,4.61,1825,0.97,0.19,0.79,0.96,2.01,0.78,0.58,19.12,97.12,90.73,99.72,50755.09,11683827.6,42106.26,117,15,9.25,78.4,5.3,1.4,0.28,11.77,13.91,100.0,88.19,57.18,Pharmacy,0.7988
Sammarimai,Rural,7,27.763815,83.535506,1524,5.07,300,6.98,8.73,15.1,3.52,7.57,4.51,4.23,22.23,94.47,42.92,80.52,17230.96,2255061.63,1914.83,16,0,79.13,31.41,0.41,1.31,1.43,59.11,10.5,58.38,55.64,29.82,Dairy Farm,0.95
Devdaha,Semi-Urban,8,27.529955,83.458524,1718,5.21,329,2.48,1.58,5.34,1.92,4.12,2.51,3.74,0.97,82.06,77.6,86.99,5000.0,4624942.8,13627.26,71,4,34.57,32.88,2.31,1.18,0.1,3.42,41.33,99.57,72.98,38.65,Travel Agency,0.5481
Devdaha,Semi-Urban,9,27.714719,83.661738,1510,5.28,285,1.89,3.69,6.37,0.87,4.9,3.93,1.28,19.82,90.97,74.63,79.54,39795.34,3596245.47,11377.48,27,7,29.93,46.77,3.87,0.9,1.29,32.15,17.88,77.12,70.83,41.74,Bookstore,0.8629
Kotahimai,Rural,1,27.72522,83.622403,862,5.35,160,0.67,8.02,16.5,2.05,12.37,2.3,7.1,22.2,92.99,1.4,45.52,16112.99,1194442.36,4811.7,4,0,73.92,-7.99,1.57,7.29,0.48,27.73,4.0,35.29,29.27,15.11,Fertilizer Store,0.4825
Sainamaina,Semi-Urban,7,27.764271,83.679392,2694,4.73,569,1.66,4.15,5.39,2.49,1.3,2.7,2.11,1.82,91.16,66.09,72.27,5000.0,10452603.53,12482.97,66,5,8.0,29.47,2.67,0.4,1.51,3.71,24.5,100.0,68.41,37.11,Travel Agency,0.3593
Sainamaina,Semi-Urban,2,27.423199,83.491765,3285,4.86,675,1.07,4.79,3.92,1.92,2.97,4.11,0.86,8.76,87.81,41.27,86.24,5000.0,12454071.21,7529.89,46,3,34.06,105.44,0.77,4.74,0.15,5.86,14.0,100.0,66.07,58.47,Grocery Store,0.8235
Gaidahawa,Rural,5,27.606493,83.63658,730,5.03,145,5.61,4.67,6.58,1.8,8.22,3.96,1.16,18.73,81.67,29.23,90.2,10606.63,500000.0,2280.53,6,1,79.91,31.34,0.44,7.08,1.56,32.33,6.0,30.33,55.5,19.28,Fertilizer Store,0.8709
Sammarimai,Rural,5,27.786806,83.505665,854,6.0,142,5.55,4.56,7.91,3.77,12.47,2.72,5.81,22.4,56.96,72.35,46.05,22401.88,2496003.99,2122.75,4,2,90.48,30.35,2.42,3.93,0.79,71.74,4.0,30.07,41.17,23.38,Agro-vet Clinic,0.95
Sudhodhan,Rural,6,27.677031,83.246594,1646,5.24,314,2.41,12.59,15.95,4.68,3.55,6.05,2.24,22.91,55.78,28.57,56.44,22072.68,500000.0,2171.7,2,0,84.55,17.58,1.03,4.24,1.09,69.59,1.22,54.81,32.6,25.9,Dairy Farm,0.95
Tilottama,Urban,11,27.415728,83.415884,7314,4.97,1472,0.12,1.82,2.01,0.82,0.09,0.48,0.41,8.11,94.22,86.07,93.14,41574.45,23343638.75,31331.89,275,7,7.9,98.41,1.38,1.75,0.43,12.86,37.6,100.0,88.24,82.05,Bookstore,0.8657
Sudhodhan,Rural,3,27.596164,83.636283,741,6.39,116,8.6,5.65,13.66,4.27,5.28,5.33,6.47,8.71,100.0,47.09,97.94,21509.41,3070815.61,2103.67,7,2,70.25,6.59,2.72,6.13,1.63,69.3,7.0,33.96,63.05,26.37,Agro-vet Clinic,0.95
Gaidahawa,Rural,9,27.703422,83.473072,1295,6.49,199,7.33,7.95,8.6,1.9,5.91,7.38,1.21,23.33,95.11,32.87,81.72,22641.72,2017921.27,3052.34,14,0,68.06,15.35,1.73,9.82,1.46,55.87,10.81,54.03,56.3,37.79,Dairy Farm,0.95
Siddharthanagar,Urban,10,27.617179,83.533324,4319,4.85,890,1.07,0.99,0.88,0.94,0.66,1.4,0.36,16.54,96.39,99.71,92.74,49513.23,14316534.41,34883.87,231,22,6.6,81.49,4.06,1.08,1.1,13.8,53.48,100.0,90.45,72.73,Polyclinic,0.6942
Tilottama,Urban,8,27.538474,83.462946,2222,4.18,531,0.91,1.16,1.8,1.05,1.47,0.64,0.88,42.44,97.92,94.62,93.48,49672.64,28176493.01,19448.46,177,13,22.36,76.81,2.76,2.57,1.65,24.29,79.66,100.0,89.96,74.81,Medical Supply Store,0.95
Rohini,Rural,2,27.729062,83.524212,1515,5.74,263,2.04,9.75,11.99,3.27,8.45,4.17,2.29,25.89,84.15,27.11,70.5,17430.62,2012027.14,2400.35,12,1,89.01,14.21,1.13,6.28,1.8,51.26,7.92,53.55,46.58,18.77,Cold Storage,0.95
Tilottama,Urban,14,27.634953,83.355381,3102,4.62,671,1.44,1.35,1.93,1.34,0.87,0.44,0.57,4.78,97.32,92.81,90.95,58154.4,31362638.07,39578.17,196,20,6.57,87.62,3.12,3.32,1.37,14.33,63.19,100.0,87.78,87.27,Pharmacy,0.8846
Devdaha,Semi-Urban,11,27.431919,83.625776,3763,4.58,822,2.01,2.64,11.1,1.16,4.77,3.36,1.99,2.86,85.67,53.48,79.82,5000.0,3552570.45,14037.63,62,7,48.83,53.34,3.96,2.89,0.11,3.32,16.48,100.0,59.51,41.89,Bookstore,0.1601
Devdaha,Semi-Urban,8,27.743673,83.658492,4977,5.33,933,1.53,6.08,12.21,2.07,3.15,2.41,2.13,12.5,96.12,66.31,86.89,59343.45,6490410.83,6321.56,58,10,35.65,29.18,4.42,4.5,1.04,81.05,11.65,100.0,69.21,40.07,Cafe,0.95
Lumbini Sanskritik,Semi-Urban,12,27.768848,83.288558,3620,4.72,767,1.63,0.29,5.42,2.38,5.3,3.81,2.86,2.26,79.19,78.82,92.06,5000.0,5669678.27,6499.53,9,4,28.03,102.51,2.33,1.81,1.23,6.67,2.49,100.0,73.65,51.69,Travel Agency,0.6124
Rohini,Rural,1,27.787694,83.552931,836,5.22,160,2.16,8.37,16.59,4.81,8.6,5.63,4.48,10.13,74.06,39.66,73.09,21048.57,2224400.02,4209.79,0,1,72.75,14.82,1.95,5.27,0.41,40.4,0.0,33.25,44.24,22.08,Agro-vet Clinic,0.7054
Siddharthanagar,Urban,6,27.431659,83.493677,8296,4.03,2059,1.1,2.68,2.39,0.67,1.32,1.65,0.78,25.76,99.1,93.63,100.0,50667.6,25343211.1,16346.79,124,15,10.34,71.84,5.24,2.23,0.62,29.21,14.95,100.0,89.6,59.13,Stationery Shop,0.843
Siddharthanagar,Urban,5,27.551501,83.516669,4117,4.21,977,0.95,2.73,3.81,1.03,1.94,0.42,0.57,1.85,95.05,88.18,95.14,50931.16,23801008.16,33088.95,316,17,9.68,55.97,4.59,1.15,1.22,14.94,76.75,100.0,84.33,66.43,Bookstore,0.7637
Siyari,Rural,3,27.732026,83.552061,985,5.54,177,3.4,4.88,9.56,0.42,4.83,3.88,3.65,9.19,76.98,37.25,69.78,8183.21,1539753.11,2027.55,12,1,89.39,27.57,1.39,1.67,0.53,27.03,12.0,37.53,50.84,20.02,Tutoring Center,0.7941
Kanchan,Rural,2,27.465525,83.220074,1130,5.37,210,0.51,10.27,10.18,6.14,7.35,4.8,3.3,13.82,54.6,28.19,75.38,19155.57,1463459.01,1755.28,9,1,78.31,22.04,2.12,7.66,1.48,69.52,7.96,44.01,38.52,28.62,Agro-vet Clinic,0.95
Mayadevi,Rural,7,27.674163,83.467001,1513,5.71,264,1.31,11.71,8.85,4.06,7.5,5.91,1.96,7.76,80.4,25.44,74.24,15074.68,2939073.62,1948.45,5,0,72.28,11.15,1.58,3.77,0.63,51.13,3.3,55.71,47.58,31.57,Dairy Farm,0.95
Lumbini Sanskritik,Semi-Urban,3,27.681394,83.268378,2953,5.39,547,2.49,5.4,4.69,1.82,4.62,3.13,1.83,3.27,91.84,67.77,89.67,9007.78,6066341.2,10821.38,39,2,54.9,44.26,0.63,0.11,1.58,7.62,13.21,100.0,75.65,44.65,Cold Storage,0.5345
Lumbini Sanskritik,Semi-Urban,2,27.721052,83.530701,2651,4.94,536,0.54,5.37,3.92,3.27,2.91,2.56,2.34,1.09,100.0,85.17,92.01,38615.39,5560627.72,12466.33,52,1,41.22,33.01,2.65,1.02,0.06,28.68,19.62,100.0,84.43,42.58,Agro-vet Clinic,0.9275
Sudhodhan,Rural,5,27.587758,83.666473,1043,5.34,195,3.41,10.82,13.55,5.95,13.58,4.19,5.94,3.22,100.0,49.92,80.76,15209.62,1670316.84,4387.19,6,0,88.4,12.24,1.72,9.04,1.14,28.23,5.75,37.17,56.93,28.24,Fertilizer Store,0.6402
Mayadevi,Rural,8,27.502592,83.464587,1255,5.45,230,3.11,4.7,15.8,3.16,6.76,5.56,4.53,12.97,53.56,55.73,71.82,20154.23,2189233.75,3767.06,12,1,93.51,28.84,1.37,6.51,0.8,42.28,9.56,44.4,44.58,26.78,Dairy Farm,0.842
Sainamaina,Semi-Urban,4,27.617491,83.337818,2619,4.67,560,0.02,3.35,8.56,0.88,3.35,1.62,0.28,1.84,92.94,75.06,90.52,35015.24,9792081.44,12856.48,62,7,56.01,52.1,3.0,3.18,1.7,25.27,23.67,100.0,76.77,56.39,Bookstore,0.95
Kotahimai,Rural,6,27.493667,83.385633,1207,5.68,212,0.64,5.42,17.56,4.09,10.37,2.83,6.08,16.7,100.0,45.28,81.86,15376.66,2608953.9,1493.92,7,0,72.96,26.42,1.9,9.75,1.28,61.66,5.8,47.12,57.48,19.98,Dairy Farm,0.95
Omsatiya,Rural,4,27.488927,83.306463,1439,5.53,260,1.28,3.33,11.29,2.18,6.37,3.15,4.15,31.18,79.82,58.04,61.17,13965.11,1809584.74,4764.74,24,2,77.76,25.15,2.05,1.44,1.24,24.23,16.68,59.44,53.74,30.97,Dairy Farm,0.6318
Omsatiya,Rural,6,27.552736,83.266249,1326,5.53,239,5.0,8.16,9.55,3.75,9.2,7.73,4.63,28.48,61.64,31.11,97.25,22543.82,2636549.62,3699.45,15,0,66.45,20.69,0.85,3.13,0.45,47.97,11.31,55.85,48.74,40.03,Agro-vet Clinic,0.95
Butwal,Urban,15,27.403909,83.590103,5542,4.43,1251,0.11,2.25,0.84,1.41,1.63,1.51,0.31,6.35,99.67,88.82,92.22,25968.57,22702120.01,22815.61,63,15,15.79,60.4,2.93,2.04,1.03,10.9,11.37,100.0,88.64,49.51,Pharmacy,0.6861
Rohini,Rural,6,27.488644,83.389827,699,6.19,112,0.22,8.09,1.78,1.52,8.83,5.76,7.51,11.83,95.14,25.39,77.09,28274.05,2919211.76,3169.69,11,2,85.8,35.59,-0.25,0.62,0.18,67.81,11.0,29.63,59.95,38.82,Fertilizer Store,0.95
Lumbini Sanskritik,Semi-Urban,2,27.400458,83.341202,3905,5.28,739,3.05,10.1,10.2,1.99,5.68,3.35,2.23,1.5,81.7,43.65,85.04,43511.35,12117109.49,12594.87,36,7,26.29,27.16,2.88,4.53,0.4,32.01,9.22,100.0,56.79,31.66,Boutique Hotel,0.7001
Kotahimai,Rural,3,27.405597,83.566184,1597,5.39,296,4.32,15.87,8.56,6.2,5.35,3.3,4.59,19.35,85.74,48.24,55.57,14572.23,808862.2,2071.26,6,1,91.52,5.27,1.78,9.18,0.38,47.45,3.76,52.85,49.19,14.12,Fertilizer Store,0.9399
Rohini,Rural,6,27.481528,83.362282,1519,5.54,274,1.83,10.12,11.89,4.71,4.17,3.44,5.43,28.11,42.06,30.29,78.86,25577.4,1895771.0,3770.27,5,0,93.68,19.6,1.63,6.39,0.32,53.62,3.29,49.47,37.48,26.67,Fertilizer Store,0.95
Kanchan,Rural,3,27.668709,83.345955,800,5.71,140,2.95,5.07,5.79,2.78,5.21,0.24,5.4,14.45,100.0,42.12,66.96,15895.07,2072033.27,2962.99,5,2,65.13,27.18,1.42,5.35,1.39,40.11,5.0,36.46,59.91,28.51,Fertilizer Store,0.95
Kotahimai,Rural,7,27.455855,83.456292,893,6.47,137,0.57,8.57,5.97,3.06,5.05,6.33,4.08,11.72,65.4,26.8,54.41,20913.43,934164.1,2938.84,6,0,98.65,32.54,1.02,3.26,0.95,53.1,6.0,29.59,40.53,19.34,Dairy Farm,0.95
Rohini,Rural,2,27.408741,83.38001,1332,5.22,255,4.36,11.63,13.05,2.3,8.37,4.2,5.49,2.36,97.25,0.0,71.67,30208.94,1625500.37,3746.37,9,0,70.78,35.86,2.26,5.06,1.39,63.65,6.76,52.33,40.0,31.59,Fertilizer Store,0.95
Sudhodhan,Rural,7,27.45601,83.400406,1233,6.0,205,1.42,10.98,12.35,7.54,4.15,1.84,7.37,19.24,69.28,38.21,95.75,29154.09,2108956.69,2291.87,0,1,57.64,23.25,2.67,9.93,0.91,88.56,0.0,49.7,52.34,33.08,Agro-vet Clinic,0.95
Gaidahawa,Rural,2,27.59764,83.628492,299,5.16,57,5.35,13.94,8.62,3.27,7.77,3.02,3.17,30.41,76.69,30.93,89.21,13719.58,2089014.82,3674.25,17,1,82.91,26.67,2.04,9.27,1.98,29.35,17.0,20.9,51.06,24.82,Dairy Farm,0.6202
Mayadevi,Rural,7,27.583652,83.593801,1251,5.75,217,2.51,4.74,10.64,2.16,10.47,6.66,1.44,23.28,44.72,47.31,49.91,14809.63,2555999.74,3444.12,7,0,85.76,13.07,2.39,6.58,0.25,33.32,5.6,44.6,32.03,15.66,Dairy Farm,0.5488
Siyari,Rural,5,27.556641,83.237421,200,5.67,35,1.37,7.48,9.84,2.49,10.97,3.28,6.83,11.0,99.36,0.0,71.39,5000.0,844287.0,3774.94,20,1,83.24,19.79,2.85,4.62,1.28,10.47,20.0,19.03,41.73,13.46,Agro-vet Clinic,0.05
Rohini,Rural,6,27.406522,83.287032,1728,5.42,318,2.91,0.53,13.56,2.15,10.9,5.79,0.96,16.45,68.76,39.07,65.44,17903.82,2693456.87,3439.57,9,1,69.17,34.67,3.87,5.69,0.04,40.33,5.21,64.69,39.13,31.84,Dairy Farm,0.9048
Rohini,Rural,1,27.446188,83.48512,1927,5.13,375,4.36,2.28,16.12,5.83,7.12,3.67,4.72,13.26,81.26,31.62,72.68,22979.77,2588981.96,2016.9,4,0,87.37,21.48,0.99,1.25,1.59,76.17,2.08,63.2,44.15,29.1,Agro-vet Clinic,0.95
Sudhodhan,Rural,3,27.713935,83.256057,1726,5.63,306,1.86,10.54,14.04,0.78,7.94,2.34,1.48,17.27,57.8,14.54,82.5,13284.27,1535407.11,3498.31,13,1,68.53,15.87,3.4,5.99,0.36,29.53,7.53,66.42,35.9,30.3,Bookstore,0.5669
Butwal,Urban,19,27.573083,83.539724,2037,4.3,473,0.21,1.16,1.9,1.46,1.36,0.59,0.46,25.28,97.36,85.43,90.56,26718.35,28086793.49,22256.05,161,18,17.43,96.76,4.75,1.75,1.19,11.49,79.04,100.0,83.9,72.74,Polyclinic,0.6884
Siddharthanagar,Urban,10,27.408108,83.584138,6836,4.71,1451,0.31,0.96,3.24,1.4,1.42,0.66,0.55,11.65,94.29,98.8,91.98,31822.01,23364474.33,29233.68,185,3,6.44,86.9,4.38,0.13,0.9,10.53,27.06,100.0,87.47,56.19,Stationery Shop,0.8242
Gaidahawa,Rural,5,27.708963,83.685739,623,6.06,102,2.59,4.04,7.42,3.33,6.37,3.1,4.54,20.6,100.0,19.91,63.5,15205.92,2535171.59,2281.46,19,1,73.8,14.11,1.09,3.58,1.31,46.34,19.0,34.15,50.19,22.79,Agro-vet Clinic,0.95
Mayadevi,Rural,6,27.403981,83.435822,603,5.08,118,2.2,13.61,10.28,4.57,8.28,4.62,0.68,21.7,55.11,3.15,77.23,13605.93,1936982.54,3008.11,10,0,96.38,26.78,1.56,1.66,0.58,33.95,10.0,23.18,30.94,24.03,Cold Storage,0.7247
